codigo_IBGE;cidade;player;plano;preco;desconto;dados;taxa_de_instalacao;taxa_de_adesao;apps;vantagens;preco_promocional;detalhe_promocional;adicionais;data_coleta
4300604;Alvorada;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3502101;Andradina;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3503901;ARUJA;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3506003;Bauru;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
4202305;BIGUACU;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3506508;Birigui;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
4304606;Canoas;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
5205109;CATALAO;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3119401;Coronel Fabriciano;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3122306;DIVINOPOLIS;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
5208707;GOIANIA;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
4309209;GRAVATAI;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
4310207;IJUI;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3131307;Ipatinga;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3526704;Leme;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3527108;Lins;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
4313409;Novo Hamburgo;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
4118501;Pato Branco;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3536703;Pederneiras;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3537404;Pereira Barreto;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3539301;Pirassununga;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3541406;Presidente Prudente;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
5218805;Rio Verde;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3167202;Sete Lagoas;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3554003;TATUI;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3168705;TIMOTEO;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
3170206;UBERLANDIA;VIVO;Vivo Fibra 700Mega + Disney+;170;-;700 MEGA;0;0;"Disney+;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Disney+ inclusa;-; - ;-;19/12/2024
4300604;Alvorada;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3502101;Andradina;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3503901;ARUJA;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3506003;Bauru;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
4202305;BIGUACU;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3506508;Birigui;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
4304606;Canoas;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
5205109;CATALAO;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3119401;Coronel Fabriciano;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3122306;DIVINOPOLIS;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
5208707;GOIANIA;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
4309209;GRAVATAI;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
4310207;IJUI;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3131307;Ipatinga;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3526704;Leme;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3527108;Lins;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
4313409;Novo Hamburgo;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
4118501;Pato Branco;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3536703;Pederneiras;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3537404;Pereira Barreto;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3539301;Pirassununga;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3541406;Presidente Prudente;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
5218805;Rio Verde;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3167202;Sete Lagoas;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3554003;TATUI;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3168705;TIMOTEO;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3170206;UBERLANDIA;VIVO;Vivo Fibra 700Mega + Netflix;170;-;700 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
4300604;Alvorada;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3502101;Andradina;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3503901;ARUJA;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3506003;Bauru;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4202305;BIGUACU;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3506508;Birigui;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4304606;Canoas;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
5205109;CATALAO;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3119401;Coronel Fabriciano;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3122306;DIVINOPOLIS;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
5208707;GOIANIA;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4309209;GRAVATAI;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4310207;IJUI;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3131307;Ipatinga;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3526704;Leme;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3527108;Lins;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4313409;Novo Hamburgo;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4118501;Pato Branco;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3536703;Pederneiras;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3537404;Pereira Barreto;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3539301;Pirassununga;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3541406;Presidente Prudente;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
5218805;Rio Verde;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3167202;Sete Lagoas;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3554003;TATUI;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3168705;TIMOTEO;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3170206;UBERLANDIA;VIVO;Vivo Fibra 700Mega + Max;170;-;700 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4300604;Alvorada;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3502101;Andradina;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3503901;ARUJA;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3506003;Bauru;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
4202305;BIGUACU;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3506508;Birigui;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
4304606;Canoas;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
5205109;CATALAO;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3119401;Coronel Fabriciano;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3122306;DIVINOPOLIS;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
5208707;GOIANIA;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
4309209;GRAVATAI;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
4310207;IJUI;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3131307;Ipatinga;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3526704;Leme;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3527108;Lins;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
4313409;Novo Hamburgo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
4118501;Pato Branco;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3536703;Pederneiras;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3537404;Pereira Barreto;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3539301;Pirassununga;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
